File,Exp,Placuta,Trat,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err
979,6,2,lustru,2.551,0.6964,15.6744,0.3978,56.2587,0.5399,0.0431,0.0191,4.2964,0.0506,< LOD,0.0169,2.3497,0.0262,6.6694,0.0347,0.3688,0.0078,< LOD,0.0081,0.0097,0.0049,0.0695,0.005,3.2353,0.0258,0.0036,0.0034,0.0038,0.0009,0.0027,0.0007,0.0069,0.0008,0.0006,0.0005,< LOD,0.0006,< LOD,0.0003,0.0096,0.0007,0.0154,0.0007,0.0026,0.0004,0.0206,0.0008,0.0008,0.0005,< LOD,0.0012,< LOD,0.0009,0.002,0.0011,,,< LOD,0.0011,0.0033,0.0027,< LOD,0.003,0.0425,0.0079,0.0178,0.0111,0.015,0.0132,< LOD,0.0002,< LOD,0.0053,< LOD,0.002,,,,,< LOD,0.0013,< LOD,0.0012,0.0022,0.0013,< LOD,0.0013,0.0012,0.0009,< LOD,0.0006
980,6,3,nears,2.2292,0.6186,13.2837,0.3646,55.5987,0.5354,0.0259,0.017,2.3508,0.0382,< LOD,0.0167,2.3658,0.0261,4.8938,0.0297,0.3695,0.0077,< LOD,0.0079,0.0079,0.0048,0.0665,0.005,3.2916,0.0256,< LOD,0.0035,0.0043,0.0009,0.0026,0.0006,0.0054,0.0006,0.0008,0.0004,0.0017,0.0006,< LOD,0.0003,0.0098,0.0006,0.0161,0.0007,0.0035,0.0005,0.0254,0.001,0.0007,0.0005,< LOD,0.0014,< LOD,0.0009,,,,,< LOD,0.001,0.0058,0.0027,< LOD,0.0032,0.0442,0.0085,< LOD,0.0108,< LOD,0.0131,0.0002,0.0002,< LOD,0.0054,< LOD,0.0018,< LOD,0.0017,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0011,< LOD,0.0012,< LOD,0.0009,< LOD,0.0008
981,6,3,nears,2.5787,0.6143,13.1034,0.3611,54.328,0.528,0.0481,0.0171,2.3099,0.0376,< LOD,0.0165,2.3734,0.026,4.7977,0.0294,0.3685,0.0076,< LOD,0.008,0.0142,0.005,0.067,0.005,3.2904,0.0255,< LOD,0.0034,0.0045,0.0008,0.0026,0.0005,0.0057,0.0006,0.0008,0.0004,< LOD,0.0006,< LOD,0.0003,0.0099,0.0006,0.0154,0.0007,0.003,0.0005,0.0249,0.001,0.0006,0.0005,< LOD,0.0014,< LOD,0.0009,,,,,< LOD,0.001,0.0044,0.0027,< LOD,0.0032,0.0466,0.0086,< LOD,0.0109,0.0171,0.0132,< LOD,0.0002,< LOD,0.0056,< LOD,0.0018,< LOD,0.0016,,,< LOD,0.0014,< LOD,0.001,0.0022,0.0011,< LOD,0.0012,0.0017,0.0009,< LOD,0.0008
982,6,3,nears,2.7266,0.6338,13.6661,0.3699,56.5781,0.5416,0.0373,0.0172,2.453,0.0389,< LOD,0.0169,2.4588,0.0266,4.8967,0.0298,0.3801,0.0077,0.0099,0.0082,0.0103,0.0049,0.0693,0.005,3.3283,0.0257,< LOD,0.0034,0.0045,0.0008,0.0031,0.0006,0.0054,0.0006,0.0008,0.0004,0.0007,0.0006,< LOD,0.0003,0.0101,0.0006,0.0158,0.0007,0.0028,0.0005,0.0239,0.0009,0.0014,0.0005,< LOD,0.0013,< LOD,0.0009,0.0015,0.0012,< LOD,0.0013,< LOD,0.001,< LOD,0.0026,< LOD,0.0032,0.0424,0.0082,< LOD,0.0105,< LOD,0.0128,0.0003,0.0002,< LOD,0.0056,< LOD,0.0018,< LOD,0.0017,,,< LOD,0.0013,< LOD,0.0011,0.0012,0.0011,< LOD,0.0012,0.001,0.0009,< LOD,0.0007
983,7,1,nears\lustru,3.3472,0.7267,18.8597,0.4361,57.4077,0.5533,0.0475,0.0185,2.2443,0.0377,< LOD,0.0176,3.04,0.0299,6.0446,0.0335,0.457,0.0083,0.0117,0.0087,0.0112,0.0051,0.092,0.0053,4.6337,0.0302,0.0073,0.004,0.007,0.001,0.0043,0.0007,0.009,0.0008,0.0011,0.0005,0.0009,0.0007,< LOD,0.0003,0.0129,0.0007,0.021,0.0008,0.0026,0.0004,0.0122,0.0006,0.0008,0.0005,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0013,< LOD,0.001,< LOD,0.0026,< LOD,0.0031,0.0503,0.0072,0.015,0.0109,< LOD,0.0132,< LOD,0.0002,< LOD,0.0055,< LOD,0.0019,< LOD,0.0017,< LOD,0.0008,< LOD,0.0014,< LOD,0.0011,0.002,0.0012,< LOD,0.0013,0.0011,0.0009,< LOD,0.0005
984,7,1,nears\lustru,3.7295,0.6935,19.5233,0.4399,58.5649,0.5592,0.0433,0.0177,1.7271,0.0335,< LOD,0.0173,3.0356,0.0299,5.933,0.0331,0.4683,0.0083,< LOD,0.0088,0.0105,0.0054,0.0815,0.0052,4.5164,0.0297,0.0073,0.004,0.0067,0.001,0.0044,0.0007,0.0094,0.0008,0.0015,0.0005,0.001,0.0006,< LOD,0.0003,0.0126,0.0007,0.0208,0.0008,0.0028,0.0004,0.012,0.0006,0.0009,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0013,< LOD,0.001,0.0038,0.0026,< LOD,0.0031,0.047,0.007,< LOD,0.0107,< LOD,0.013,< LOD,0.0002,< LOD,0.0056,< LOD,0.002,< LOD,0.0017,,,< LOD,0.0014,< LOD,0.0012,0.0013,0.0012,< LOD,0.0012,0.0011,0.0009,0.0005,0.0004
985,7,1,nears\lustru,3.7536,0.7502,19.3863,0.4426,57.7035,0.5555,0.0408,0.0188,2.2574,0.0379,< LOD,0.0175,3.024,0.0299,6.0389,0.0335,0.4571,0.0083,0.0125,0.0091,0.0103,0.0057,0.0917,0.0054,4.5943,0.03,0.0045,0.004,0.0063,0.001,0.0051,0.0007,0.0083,0.0008,0.0016,0.0005,0.0015,0.0007,0.0004,0.0003,0.013,0.0007,0.0207,0.0008,0.003,0.0004,0.0123,0.0006,< LOD,0.0004,< LOD,0.0013,< LOD,0.0009,< LOD,0.0011,,,< LOD,0.001,< LOD,0.0026,< LOD,0.0031,0.0525,0.0071,0.0134,0.0108,0.0137,0.013,< LOD,0.0002,< LOD,0.0053,< LOD,0.0019,< LOD,0.0016,,,< LOD,0.0014,< LOD,0.0012,0.0018,0.0013,< LOD,0.0013,0.001,0.0009,< LOD,0.0005
986,7,2,lustru,3.9671,0.717,18.2851,0.4261,54.4934,0.5334,0.0233,0.0178,1.9956,0.0355,< LOD,0.017,2.5905,0.0274,6.0469,0.0332,0.4013,0.0079,0.0109,0.0086,0.0108,0.0053,0.0817,0.0052,4.1983,0.0286,0.007,0.0038,0.0075,0.0012,0.0056,0.0008,0.0093,0.0009,0.0013,0.0005,0.0017,0.0008,< LOD,0.0003,0.0149,0.0009,0.0198,0.0008,0.0033,0.0005,0.014,0.0007,< LOD,0.0004,< LOD,0.0012,< LOD,0.0008,0.0018,0.001,< LOD,0.0014,< LOD,0.0012,0.0049,0.003,< LOD,0.0028,0.0557,0.0087,< LOD,0.0125,0.0157,0.015,< LOD,0.0002,< LOD,0.0053,< LOD,0.0022,< LOD,0.0016,,,< LOD,0.0013,< LOD,0.0013,0.0021,0.0014,< LOD,0.0015,< LOD,0.0008,< LOD,0.0006
987,7,2,lustru,3.7521,0.6948,18.0914,0.4219,55.815,0.5428,0.0168,0.0165,1.4803,0.0312,< LOD,0.017,2.6611,0.0279,4.2842,0.0281,0.419,0.0078,0.0174,0.0089,0.0073,0.0052,0.072,0.0049,4.4559,0.0288,< LOD,0.0039,0.0081,0.0012,0.005,0.0008,0.0102,0.0009,0.0014,0.0005,0.0015,0.0008,< LOD,0.0003,0.0152,0.0009,0.0197,0.0008,0.0027,0.0004,0.015,0.0007,0.0006,0.0004,< LOD,0.0012,< LOD,0.0009,,,< LOD,0.0015,< LOD,0.0012,< LOD,0.003,< LOD,0.0029,0.0642,0.0092,< LOD,0.0124,< LOD,0.015,< LOD,0.0002,< LOD,0.0052,< LOD,0.0022,,,,,< LOD,0.0012,< LOD,0.0013,0.003,0.0014,< LOD,0.0015,< LOD,0.0008,< LOD,0.0006
988,7,2,lustru,3.5734,0.7018,18.0755,0.4235,54.5952,0.5345,0.0326,0.0181,1.9575,0.0353,< LOD,0.017,2.6026,0.0275,5.6577,0.0322,0.4014,0.0078,0.0137,0.0088,0.0107,0.0051,0.0834,0.0052,4.2637,0.0287,< LOD,0.0038,0.0075,0.0012,0.0053,0.0008,0.0097,0.0009,0.0016,0.0005,0.0019,0.0008,< LOD,0.0003,0.014,0.0008,0.0203,0.0008,0.0029,0.0004,0.0151,0.0007,0.0009,0.0004,< LOD,0.0012,< LOD,0.0009,,,,,< LOD,0.0012,< LOD,0.0029,< LOD,0.0028,0.0597,0.0088,0.0164,0.0125,0.0294,0.0148,< LOD,0.0002,< LOD,0.0052,< LOD,0.0022,,,,,< LOD,0.0012,< LOD,0.0013,0.0023,0.0014,< LOD,0.0015,< LOD,0.0009,< LOD,0.0006
989,7,2,pict\rosu,3.4629,0.6625,18.9202,0.4293,60.4075,0.5734,0.0336,0.0151,0.82,0.0246,< LOD,0.017,2.9352,0.0297,2.3589,0.0214,0.4482,0.0078,0.0173,0.0087,0.0085,0.0052,0.0594,0.0044,4.8651,0.0293,< LOD,0.0041,0.0088,0.0012,0.0052,0.0008,0.0099,0.0009,0.0015,0.0005,0.0009,0.0007,< LOD,0.0003,0.0145,0.0008,0.0204,0.0008,0.0028,0.0004,0.0131,0.0006,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,0.0012,0.0011,,,< LOD,0.0011,< LOD,0.0029,< LOD,0.003,0.0601,0.009,< LOD,0.0117,0.0152,0.0142,< LOD,0.0002,< LOD,0.0054,< LOD,0.0022,< LOD,0.0015,< LOD,0.0008,< LOD,0.0013,< LOD,0.0012,0.0031,0.0014,< LOD,0.0015,< LOD,0.0008,< LOD,0.0006
990,7,2,pict\rosu,3.6742,0.6599,18.584,0.4251,59.9147,0.5699,0.0369,0.0151,0.8382,0.0248,< LOD,0.0169,2.8824,0.0293,2.3201,0.0212,0.4368,0.0077,0.0104,0.0083,0.0153,0.0052,0.0622,0.0044,4.7796,0.029,< LOD,0.004,0.0084,0.0012,0.0048,0.0008,0.0094,0.0009,0.0009,0.0005,0.0009,0.0007,< LOD,0.0003,0.0149,0.0008,0.02,0.0008,0.0025,0.0004,0.0136,0.0006,0.0009,0.0004,< LOD,0.0013,< LOD,0.0009,0.0011,0.0011,,,< LOD,0.0011,0.0093,0.0029,< LOD,0.0029,0.0693,0.0091,< LOD,0.0117,< LOD,0.0142,< LOD,0.0002,< LOD,0.0054,0.0035,0.0022,,,< LOD,0.0008,< LOD,0.0013,< LOD,0.0012,0.0024,0.0013,< LOD,0.0014,< LOD,0.0008,< LOD,0.0006
991,7,2,pict\rosu,3.7955,0.6661,18.9965,0.4278,59.6442,0.5686,0.0258,0.014,0.5172,0.0206,< LOD,0.0167,2.9169,0.0295,1.8716,0.0192,0.448,0.0077,0.0184,0.0085,0.0053,0.005,0.0583,0.0043,4.5782,0.0282,< LOD,0.0039,0.009,0.0012,0.005,0.0008,0.0088,0.0008,0.0017,0.0005,0.0015,0.0008,< LOD,0.0003,0.0146,0.0008,0.0198,0.0008,0.0026,0.0004,0.0126,0.0006,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,< LOD,0.0011,< LOD,0.0015,< LOD,0.0012,< LOD,0.0029,< LOD,0.0029,0.059,0.0094,< LOD,0.0119,< LOD,0.0146,< LOD,0.0002,< LOD,0.0056,< LOD,0.0021,< LOD,0.0016,,,< LOD,0.0014,< LOD,0.0014,0.0014,0.0013,< LOD,0.0016,< LOD,0.0008,< LOD,0.0006
992,7,2,matrice,3.1875,0.6661,17.1205,0.4124,54.4964,0.5346,0.0318,0.0173,0.6397,0.0224,< LOD,0.0171,2.7621,0.0282,5.627,0.0322,0.4152,0.008,0.0112,0.0089,0.0142,0.0052,0.0877,0.0053,4.2665,0.0288,< LOD,0.0038,0.0078,0.0012,0.005,0.0008,0.0098,0.0009,0.0015,0.0005,0.0008,0.0007,< LOD,0.0003,0.0138,0.0008,0.0192,0.0008,0.0027,0.0005,0.0153,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0012,0.0036,0.0029,< LOD,0.0029,0.0579,0.0087,< LOD,0.0124,0.0235,0.015,0.0003,0.0002,< LOD,0.0057,< LOD,0.0022,,,,,< LOD,0.0013,< LOD,0.0013,0.0035,0.0014,< LOD,0.0014,< LOD,0.0008,< LOD,0.0006
993,7,2,matrice,3.016,0.649,15.5093,0.3915,50.6596,0.5107,0.0502,0.0173,0.7981,0.024,< LOD,0.0169,2.5486,0.0269,5.3161,0.0311,0.3825,0.0077,0.0086,0.0084,0.0123,0.0048,0.0841,0.0053,4.0565,0.0281,< LOD,0.0038,0.0062,0.0012,0.0053,0.0009,0.0091,0.0009,0.0013,0.0005,0.0016,0.0008,< LOD,0.0003,0.0146,0.0009,0.0203,0.0008,0.0029,0.0005,0.0153,0.0008,< LOD,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0012,< LOD,0.0032,< LOD,0.0028,0.0615,0.0102,< LOD,0.0137,< LOD,0.0164,< LOD,0.0002,< LOD,0.0056,< LOD,0.0021,,,,,< LOD,0.0013,< LOD,0.0014,0.002,0.0015,< LOD,0.0018,0.0011,0.0009,0.0012,0.0009
994,7,2,matrice,3.1941,0.6548,15.8211,0.3953,51.6249,0.5167,0.0285,0.0167,0.7745,0.0238,< LOD,0.0167,2.586,0.0271,5.1864,0.0307,0.3848,0.0078,0.0133,0.0086,0.0061,0.0052,0.0874,0.0054,4.0051,0.0279,0.0046,0.0038,0.0065,0.0012,0.0048,0.0008,0.0089,0.0009,0.0011,0.0005,0.0015,0.0008,< LOD,0.0003,0.0137,0.0008,0.0197,0.0008,0.0031,0.0005,0.0158,0.0008,0.0006,0.0004,< LOD,0.0013,< LOD,0.0008,0.001,0.001,< LOD,0.0015,< LOD,0.0012,0.004,0.003,0.003,0.0028,0.0768,0.0099,< LOD,0.0131,0.0213,0.0159,< LOD,0.0002,< LOD,0.0051,< LOD,0.0022,,,,,< LOD,0.0012,< LOD,0.0014,0.0022,0.0014,< LOD,0.0016,0.0011,0.0009,0.0009,0.0008
995,7,3,pict\negru,2.3447,0.82,9.7938,0.3318,33.5382,0.4029,0.0559,0.0216,0.4176,0.02,0.1434,0.0207,1.5608,0.0217,7.1957,0.0357,0.273,0.0076,< LOD,0.0097,0.0079,0.0064,15.0955,0.0697,3.1748,0.0316,0.086,0.0033,0.0133,0.0015,0.0097,0.0012,0.0141,0.0012,0.0011,0.0005,0.0017,0.0009,< LOD,0.0003,0.0116,0.0008,0.0301,0.0013,0.0041,0.0007,0.0235,0.0013,0.0009,0.0005,< LOD,0.0013,< LOD,0.0008,,,< LOD,0.0013,< LOD,0.0013,0.0063,0.0028,< LOD,0.0028,0.0742,0.0099,< LOD,0.0127,0.0311,0.0152,< LOD,0.0003,< LOD,0.006,< LOD,0.0024,,,< LOD,0.0006,< LOD,0.0014,< LOD,0.0015,0.0025,0.0019,< LOD,0.0017,< LOD,0.001,< LOD,0.0014
996,7,3,pict\negru,2.8706,0.845,11.3081,0.3565,37.8566,0.4324,0.0448,0.0217,0.8652,0.0256,0.1056,0.0202,1.7433,0.0229,7.7071,0.0372,0.2985,0.0078,< LOD,0.0099,0.012,0.0065,11.8992,0.0609,3.6795,0.0321,0.0692,0.0035,0.0125,0.0015,0.0096,0.0011,0.0144,0.0012,0.0011,0.0005,0.0016,0.0009,< LOD,0.0003,0.0136,0.0009,0.0299,0.0013,0.0042,0.0007,0.0223,0.0012,0.0011,0.0005,< LOD,0.0013,< LOD,0.0008,0.0012,0.001,,,0.0014,0.0013,< LOD,0.0027,< LOD,0.0029,0.0688,0.0092,< LOD,0.0125,0.0227,0.0151,< LOD,0.0003,< LOD,0.0061,< LOD,0.0023,< LOD,0.0019,,,< LOD,0.0013,< LOD,0.0014,< LOD,0.0016,< LOD,0.0017,< LOD,0.001,< LOD,0.0012
997,7,3,pict\negru,2.5364,0.8481,10.0969,0.3379,33.7894,0.405,0.0679,0.0219,0.4379,0.0203,0.1241,0.0205,1.5937,0.0219,7.341,0.0361,0.279,0.0077,< LOD,0.0102,< LOD,0.0066,15.3852,0.0703,3.2567,0.032,0.0881,0.0033,0.0127,0.0015,0.011,0.0012,0.0141,0.0013,0.0006,0.0005,0.0014,0.0008,< LOD,0.0003,0.0127,0.0009,0.0313,0.0014,0.0042,0.0007,0.0224,0.0013,0.0008,0.0005,< LOD,0.0013,< LOD,0.0008,0.0013,0.001,,,< LOD,0.0013,< LOD,0.0028,< LOD,0.0029,0.0741,0.0098,< LOD,0.0128,< LOD,0.0152,< LOD,0.0003,< LOD,0.0064,< LOD,0.0023,< LOD,0.0018,,,< LOD,0.0013,< LOD,0.0014,0.0019,0.0018,< LOD,0.0017,< LOD,0.001,< LOD,0.0014
998,7,3,pict\alb,1.8643,0.8031,7.4825,0.3123,24.6814,0.331,0.1079,0.0302,0.1726,0.0172,0.2525,0.0211,1.1079,0.017,24.3239,0.0672,0.2236,0.0082,0.0208,0.0105,0.0081,0.0056,0.0738,0.0062,3.7307,0.0332,0.0062,0.0038,0.0044,0.0009,0.0045,0.0008,0.0078,0.0009,0.0012,0.0005,0.0011,0.0007,< LOD,0.0003,0.0146,0.0009,0.0254,0.001,0.004,0.0007,0.0278,0.0014,0.0007,0.0005,< LOD,0.0013,< LOD,0.0007,,,,,< LOD,0.0012,0.0038,0.0033,< LOD,0.003,0.0497,0.0074,< LOD,0.0163,< LOD,0.0192,< LOD,0.0002,< LOD,0.0061,< LOD,0.0022,< LOD,0.0019,,,< LOD,0.0012,< LOD,0.0014,< LOD,0.0018,< LOD,0.0015,< LOD,0.0011,0.0008,0.0008
999,7,3,pict\alb,2.6641,0.7982,8.4676,0.3262,27.367,0.3503,0.0795,0.0295,0.2342,0.0184,0.2104,0.0208,1.2007,0.0179,23.4182,0.0659,0.2384,0.0085,< LOD,0.0105,0.0067,0.0056,0.0728,0.0062,3.6912,0.0327,0.008,0.0038,0.0048,0.0009,0.0038,0.0008,0.0081,0.0009,0.0011,0.0005,0.0013,0.0007,< LOD,0.0003,0.0142,0.0009,0.0236,0.001,0.0041,0.0007,0.0261,0.0013,0.0008,0.0005,< LOD,0.0013,< LOD,0.0007,0.0012,0.001,< LOD,0.0013,< LOD,0.0012,0.0109,0.0033,< LOD,0.0029,0.0484,0.0073,0.0235,0.0163,0.0231,0.019,< LOD,0.0003,< LOD,0.0062,< LOD,0.0021,,,,,< LOD,0.0012,< LOD,0.0014,0.0021,0.0017,< LOD,0.0015,< LOD,0.001,< LOD,0.0007
1000,7,3,pict\alb,2.7444,0.8157,8.2604,0.3236,26.5656,0.3429,0.0792,0.0298,0.2493,0.0183,0.225,0.0208,1.1237,0.0172,24.8445,0.068,0.2278,0.0084,< LOD,0.0099,0.007,0.0057,0.0705,0.0062,3.5604,0.0325,0.005,0.0037,0.0044,0.0008,0.0041,0.0008,0.0071,0.0009,0.0008,0.0005,0.0008,0.0007,< LOD,0.0003,0.0133,0.0009,0.0252,0.001,0.0035,0.0007,0.0241,0.0013,0.0015,0.0005,< LOD,0.0012,< LOD,0.0007,,,< LOD,0.0013,< LOD,0.0012,0.0074,0.0032,< LOD,0.003,0.0446,0.0069,< LOD,0.0163,< LOD,0.019,< LOD,0.0002,< LOD,0.0061,< LOD,0.0021,< LOD,0.0018,,,< LOD,0.0013,< LOD,0.0013,0.0025,0.0017,< LOD,0.0016,0.0018,0.0011,< LOD,0.0007
1001,7,3,lustru,2.9642,0.6957,14.8813,0.3873,48.2271,0.4948,0.0488,0.0182,1.3218,0.0294,< LOD,0.0174,2.2403,0.0253,6.1693,0.0334,0.3545,0.0077,0.0103,0.0088,0.013,0.0052,2.2878,0.0253,3.8061,0.0284,0.0167,0.0036,0.0084,0.0013,0.0062,0.0009,0.0097,0.001,0.0012,0.0005,0.0023,0.0009,< LOD,0.0003,0.0139,0.0009,0.02,0.0009,0.0031,0.0005,0.0164,0.0009,0.0007,0.0004,< LOD,0.0012,< LOD,0.0008,0.0016,0.001,,,< LOD,0.0013,0.0054,0.0032,< LOD,0.0028,0.0643,0.0102,< LOD,0.0138,< LOD,0.0166,< LOD,0.0002,< LOD,0.0054,< LOD,0.0023,,,,,< LOD,0.0013,< LOD,0.0015,0.0019,0.0016,< LOD,0.0017,< LOD,0.0009,< LOD,0.0009
1002,7,3,lustru,2.6276,0.7573,12.682,0.3653,41.7332,0.4557,0.0509,0.0196,1.0875,0.0273,0.0268,0.0187,1.9321,0.0237,6.5268,0.0342,0.3159,0.0077,< LOD,0.0092,0.0099,0.0058,7.2898,0.0465,3.5061,0.0295,0.047,0.0035,0.0095,0.0014,0.007,0.001,0.0105,0.0011,0.001,0.0005,0.0016,0.0008,< LOD,0.0003,0.0129,0.0009,0.0244,0.0011,0.0034,0.0006,0.0188,0.0011,0.0005,0.0005,< LOD,0.0013,< LOD,0.0008,,,< LOD,0.0014,0.0013,0.0013,0.0056,0.0029,0.003,0.0028,0.0752,0.0101,0.0196,0.0134,0.027,0.0159,< LOD,0.0003,< LOD,0.0059,< LOD,0.0023,,,< LOD,0.0007,< LOD,0.0013,< LOD,0.0014,0.0024,0.0016,< LOD,0.0017,0.0012,0.001,< LOD,0.001
1003,7,3,lustru,2.8299,0.7318,13.6639,0.3763,44.3444,0.4719,0.0637,0.0197,1.189,0.0284,< LOD,0.0183,2.0247,0.0242,6.4359,0.034,0.3388,0.0077,< LOD,0.009,0.0079,0.0057,5.5831,0.0402,3.6361,0.0292,0.0323,0.0035,0.0097,0.0014,0.0078,0.001,0.011,0.001,0.0012,0.0005,0.0013,0.0009,0.0004,0.0003,0.0142,0.0009,0.0226,0.001,0.0027,0.0005,0.0174,0.001,0.0009,0.0004,< LOD,0.0013,< LOD,0.0008,,,,,< LOD,0.0013,< LOD,0.0031,< LOD,0.0028,0.0722,0.0103,0.0143,0.0138,< LOD,0.0164,< LOD,0.0003,< LOD,0.0053,< LOD,0.0023,,,,,< LOD,0.0013,< LOD,0.0015,0.0024,0.0016,< LOD,0.0018,0.0016,0.0009,< LOD,0.001
1004,8,1,matrice,3.4626,0.7427,14.2758,0.3914,51.7416,0.5137,0.2055,0.0244,1.2259,0.0294,< LOD,0.018,2.3053,0.0258,10.0149,0.0429,0.3634,0.0082,0.014,0.0093,0.009,0.0055,0.0817,0.0056,4.3803,0.0309,0.0059,0.0039,0.0064,0.0011,0.0045,0.0008,0.0104,0.0009,0.0014,0.0005,0.0014,0.0007,0.0003,0.0003,0.0139,0.0008,0.0234,0.0009,0.0036,0.0005,0.0176,0.0008,0.0011,0.0005,< LOD,0.0013,< LOD,0.0008,0.0016,0.0011,,,< LOD,0.0011,0.0062,0.003,< LOD,0.003,0.0568,0.008,< LOD,0.0128,0.0178,0.0153,0.0003,0.0002,< LOD,0.0056,< LOD,0.002,,,,,< LOD,0.0013,< LOD,0.0014,0.0024,0.0015,< LOD,0.0015,0.0013,0.001,< LOD,0.0005
1005,8,1,matrice,2.6566,0.7151,14.6568,0.395,51.7748,0.5139,0.2008,0.0244,1.0723,0.0279,< LOD,0.0179,2.3025,0.0257,10.1746,0.0433,0.3764,0.0082,0.0092,0.009,< LOD,0.0051,0.0816,0.0055,4.3505,0.0309,0.0046,0.0039,0.0061,0.001,0.0051,0.0008,0.0103,0.0009,0.0013,0.0005,0.0023,0.0007,< LOD,0.0003,0.0149,0.0008,0.0228,0.0009,0.0032,0.0005,0.0179,0.0008,0.001,0.0005,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,< LOD,0.0014,< LOD,0.0011,< LOD,0.0029,< LOD,0.003,0.0507,0.0077,< LOD,0.0123,< LOD,0.0148,< LOD,0.0002,< LOD,0.0054,< LOD,0.0021,< LOD,0.0016,,,0.0012,0.0011,< LOD,0.0013,0.0023,0.0015,< LOD,0.0014,< LOD,0.0009,< LOD,0.0005
1006,8,1,matrice,3.1358,0.7416,14.5271,0.3941,50.804,0.5094,0.1952,0.0241,1.6286,0.0328,< LOD,0.0179,2.4047,0.0262,9.7073,0.0422,0.3781,0.0082,0.0143,0.0094,0.0158,0.0055,0.0888,0.0057,4.4752,0.0312,0.0076,0.004,0.0069,0.0011,0.0047,0.0008,0.0103,0.001,0.0014,0.0005,0.0021,0.0008,< LOD,0.0003,0.0144,0.0008,0.0222,0.0009,0.0034,0.0005,0.018,0.0008,0.0007,0.0005,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0011,0.0037,0.003,< LOD,0.003,0.0582,0.0081,< LOD,0.0126,0.021,0.0151,< LOD,0.0002,< LOD,0.0054,< LOD,0.0022,< LOD,0.0016,,,< LOD,0.0012,< LOD,0.0013,0.0015,0.0015,0.0017,0.0015,< LOD,0.0009,< LOD,0.0006
1007,8,2,lustru,3.3921,0.7385,15.6752,0.4091,56.379,0.5403,0.1861,0.0244,0.9648,0.0273,0.0249,0.0185,2.2808,0.026,10.3898,0.0438,0.3845,0.0083,0.0199,0.0094,0.0074,0.0053,0.0794,0.0053,4.2367,0.0305,0.0089,0.0039,0.0056,0.001,0.0046,0.0008,0.0095,0.0009,0.0012,0.0005,0.0015,0.0008,< LOD,0.0003,0.0147,0.0009,0.0219,0.0008,0.0033,0.0005,0.0149,0.0007,0.0007,0.0004,< LOD,0.0012,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0011,0.005,0.003,< LOD,0.003,0.0538,0.0073,< LOD,0.0122,< LOD,0.0146,< LOD,0.0002,< LOD,0.0054,< LOD,0.0021,,,,,< LOD,0.0014,< LOD,0.0014,0.0026,0.0016,< LOD,0.0015,< LOD,0.0009,< LOD,0.0003
1008,8,2,lustru,2.9271,0.7313,15.2775,0.4039,55.0235,0.5321,0.1849,0.0244,0.8113,0.0255,0.032,0.0185,2.2633,0.0258,10.5581,0.0441,0.3783,0.0083,0.0104,0.0095,0.0134,0.0055,0.0738,0.0053,4.2159,0.0305,< LOD,0.0038,0.0061,0.001,0.0051,0.0008,0.0097,0.0009,0.0014,0.0005,0.0017,0.0008,< LOD,0.0003,0.0142,0.0008,0.0216,0.0009,0.0025,0.0005,0.0153,0.0007,0.0015,0.0005,< LOD,0.0012,< LOD,0.0008,,,< LOD,0.0014,< LOD,0.0012,0.0042,0.003,< LOD,0.003,0.0491,0.0075,< LOD,0.0124,0.0155,0.015,< LOD,0.0002,< LOD,0.0051,< LOD,0.002,< LOD,0.0016,,,< LOD,0.0013,< LOD,0.0014,0.0019,0.0016,< LOD,0.0015,< LOD,0.0009,< LOD,0.0004
